Name,Currency,Top Category,Category,Updates,Comments,Rewards,Goal,Pledged,Backers,Start,End,Duration in Days,Facebook Friends,Facebook Shares,Creator - # Projects Created,Creator - # Projects Backed,# Videos,# Images,# Words (Description),# Words (Risks and Challenges),# FAQs,r1,r2,r3,f1,f2,f3,Result,Video
Quiet Cabaret,USD,Art,Performance Art,0,0,6,1500,275,7,2014/1/26,2014/2/10,15,562,14,1,0,0,0,284,25,0,0,24,40,0,1,2,0,1
A Ticket Across The Ocean Music Video,USD,Music,Rock,0,0,4,2000,2040,18,2014/1/21,2014/2/10,19,749,38,1,1,0,0,190,74,0,439,870,870,7,10,10,1,1
An Act of Dog,USD,Film & Video,Film & Video,7,3,9,5833,6278,155,2013/12/23,2014/1/22,30,0,3146,1,2,0,6,1006,157,0,900,950,970,9,11,13,1,1
A Locally Owned & Minded Brew Pub in the Making,USD,Food,Food,0,0,11,20000,5911,19,2014/1/27,2014/2/26,30,421,67,1,0,0,0,415,316,0,159,211,236,6,9,10,0,1
Let's get Education Outside School Magazine into print!,GBP,Publishing,Periodical,0,0,4,3810,1257.3,133,2014/3/29,2014/5/1,33,0,371,1,0,0,0,545,153,0,0,0,49.53,0,0,4,0,1
CONFLICTUS - PRIMAL (PHASE 1),USD,Comics,Comics,2,1,6,1500,695,22,2014/2/13,2014/3/15,29,521,89,2,4,0,4,233,157,0,180,180,180,6,6,6,0,1
Cyrus Perkins and the Haunted Taxi Cab,USD,Comics,Comics,19,6,19,2500,16222,200,2014/4/2,2014/4/30,28,1230,760,1,13,0,16,425,83,0,2226,2669,2956,61,74,83,1,1
What every tourist should know before visiting Maine natives,USD,Publishing,Publishing,2,0,23,5000,135,4,2014/1/7,2014/2/21,45,481,38,1,5,1,1,825,124,0,0,0,0,0,0,0,0,0
Curiosity,USD,Comics,Comics,4,3,14,7000,476,22,2014/1/15,2014/2/14,30,215,1,1,2,0,18,920,66,0,217,217,217,7,7,7,0,1
MIX's First Full-Length Album!,USD,Music,Music,4,0,12,8700,9295,133,2014/4/3,2014/5/3,30,1637,585,1,0,1,2,325,91,0,25,25,25,1,1,1,1,1
Sunken Treasure - Men's (and Ladies!) Jewelry,USD,Fashion,Fashion,7,104,11,10000,31991,541,2014/2/6,2014/3/13,34,557,281,3,2,0,6,525,83,3,4836,5884,7388,96,116,146,1,1
Magic: the Documentary,USD,Film & Video,Documentary,1,0,4,10000,85,3,2014/4/7,2014/5/22,45,0,13,1,0,0,0,239,38,0,50,50,50,1,1,1,0,1
LUNIS: Tailored Performance Pants Built For Adventure,USD,Fashion,Fashion,2,28,6,20000,66577,370,2014/2/28,2014/4/5,35,1896,451,2,10,0,12,250,114,3,3543,5981,8326,20,34,47,1,1
Time To Get Hunted,USD,Publishing,Fiction,0,0,4,4000,1465,25,2014/2/4,2014/4/5,59,627,52,1,0,0,0,542,30,0,100,100,100,2,2,2,0,1
Love Out Of Mind,USD,Film & Video,Short Film,0,0,8,7500,8049,41,2013/12/28,2014/1/30,32,672,0,4,14,1,3,437,153,0,585,600,670,4,5,6,1,1
Unique wooden handbag.              Dutch Design. Handmade.,EUR,Fashion,Fashion,11,1,8,22600,31065.96,87,2014/4/28,2014/5/28,30,0,162,1,0,0,20,687,84,6,2936.87,4664.64,5110.99,10,14,15,1,1
Sinthetic,USD,Comics,Comics,8,5,11,1800,2000,42,2014/2/5,2014/3/7,30,423,643,1,3,0,0,164,269,0,26,336,336,2,4,4,1,1
Monica Rose & Prince Charm Inc. / a Faery Tale Rock Opera,USD,Theater,Theater,0,0,9,7500,450,8,2014/2/10,2014/3/16,33,0,3,1,1,3,0,305,316,1,450,450,450,8,8,8,0,1
The Freedom Cards: America,USD,Art,Mixed Media,0,1,14,4100,2471,27,2014/2/11,2014/3/13,29,388,41,1,7,1,16,1678,93,0,75,395,396,1,6,6,0,1
Edgar Allan Poe Playing Cards,USD,Games,Tabletop Games,26,42,16,10000,12701,432,2013/12/20,2014/1/19,30,710,550,1,9,0,12,508,186,0,2478,3076,3466,135,157,175,1,1
Figs in Wigs are off to The Fringe,GBP,Theater,Theater,0,4,8,6350,6529.07,129,2014/5/13,2014/6/10,28,737,316,1,0,0,0,471,172,0,1490.98,1605.28,1647.19,39,42,45,1,1
The XanderFlicks Project,USD,Film & Video,Film & Video,0,0,4,1000,130,5,2013/12/30,2014/1/31,31,0,0,1,0,0,1,620,35,0,50,50,80,2,2,3,0,0
Back to Berlin: A New Look at the Music of Irving Berlin,USD,Music,Pop,3,6,8,8000,8203,75,2014/2/19,2014/3/20,29,0,427,1,0,0,0,220,43,1,515,875,1205,9,17,26,1,1
Help Fund The Observers Debut Album,USD,Music,Music,2,0,16,1500,1888,39,2014/2/11,2014/3/13,29,258,217,1,0,0,0,134,158,0,205,343,368,5,7,8,1,1
Creative Fiction by English as a Foreign Language Learners,CAD,Publishing,Fiction,0,0,4,937.5,11.25,1,2014/2/5,2014/3/17,39,868,5,2,0,0,1,241,250,0,0,0,0,0,0,0,0,0
LITTLE SHEILA AND MISS TONYA : THE REALITY SERIES,USD,Film & Video,Animation,0,1,1,25000,29,6,2014/4/6,2014/6/5,60,0,399,1,0,0,4,52,28,0,0,0,10,0,0,1,0,1
NIX+BOW: The Little Candle That Could,USD,Crafts,Crafts,15,9,6,6377,8087,139,2014/3/1,2014/3/31,29,499,361,2,2,1,7,895,96,0,1029,1382,1822,9,15,23,1,1
Nerd vs. Geek Season 1 DVD + New Episodes!,USD,Film & Video,Webseries,7,13,17,3370,4880,135,2014/2/25,2014/3/21,23,2177,1189,2,11,1,7,1150,257,3,865,1305,1788,29,43,54,1,1
Art Nude Shoot no 1,GBP,Photography,Photography,2,2,4,444.5,285.75,5,2014/1/15,2014/1/31,16,0,2,1,0,0,0,189,43,0,152.4,152.4,152.4,1,1,1,0,0
J'Adore LA production launch,USD,Fashion,Fashion,0,0,5,10000,10,2,2014/5/21,2014/6/20,30,0,0,2,0,0,0,291,114,0,0,0,0,0,0,0,0,1
Sailor's Knot Premium Ties,CAD,Fashion,Fashion,1,1,15,7500,2520.75,61,2014/3/13,2014/4/22,40,0,333,2,2,0,16,441,137,1,54.75,141,210,1,3,6,0,1
Burgoo - A PAY-WHAT-YOU-WANT game of community stews,USD,Games,Tabletop Games,4,355,4,5000,20505,3607,2014/1/7,2014/1/25,17,3826,264,17,43,0,7,852,238,3,7670,9444,10392,1380,1703,1865,1,1
Islanders - The Vancouver Island Experience,CAD,Film & Video,Documentary,0,0,5,3750,3.75,1,2013/12/31,2014/1/30,30,126,5,1,0,0,0,411,85,0,0,0,0,0,0,0,0,1
The Burning Crowd,GBP,Film & Video,Festivals,0,0,11,11430,1499.87,24,2014/5/12,2014/6/11,30,604,84,1,0,0,7,1158,222,0,560.07,560.07,560.07,13,13,13,0,1
"""Quid Pro Quo""  Sci-Fi Short Film",USD,Film & Video,Short Film,2,0,6,6653,6655,12,2014/2/4,2014/4/5,59,392,112,2,1,2,0,267,247,0,500,515,515,1,2,2,1,1
"Choral Album by Musica Sacra, Kent Tritle & Robert Paterson",USD,Music,Music,2,0,12,24000,26040,201,2014/5/6,2014/6/7,31,3603,196,2,16,0,2,1319,73,0,200,207,658,3,5,10,1,1
GrooveCitii,USD,Dance,Dance,0,0,12,10000,10,1,2014/3/12,2014/4/14,32,0,0,2,0,0,0,150,83,0,0,0,0,0,0,0,0,1
Hailfire's Debut Self-Titled Album,USD,Music,Metal,0,0,5,300,5,1,2014/4/3,2014/5/10,37,0,4,1,0,0,0,81,32,0,0,0,0,0,0,0,0,0
Stoney Creek water monitoring,CAD,Publishing,Nonfiction,0,4,1,750,290.25,17,2014/2/12,2014/3/14,29,0,10,1,2,0,2,360,55,0,51.75,53.25,53.25,5,6,6,0,1
Book Lush: What to Drink with What to Read,USD,Publishing,Nonfiction,10,12,11,8000,9824,141,2014/2/13,2014/3/20,34,407,389,1,31,1,12,1043,153,0,575,600,636,15,16,16,1,1
Sail - A short that explores the effects of mental illness,GBP,Film & Video,Shorts,0,0,7,1270,349.25,13,2014/4/4,2014/4/20,15,556,12,2,0,0,3,299,56,0,0,0,0,0,0,0,0,0
Follow My Eyes To Home Post-Production,USD,Film & Video,Narrative Film,0,0,8,5000,420,16,2014/1/11,2014/2/10,30,1011,38,2,2,0,6,403,129,0,83,85,85,3,4,4,0,1
The Book Tree,USD,Film & Video,Webseries,0,0,9,35000,25,1,2014/1/17,2014/2/16,30,47,16,1,0,0,0,839,432,0,0,0,0,0,0,0,0,1
Mushpa y Mensa's Magical Motor Machine Makeover!,USD,Crafts,Crafts,6,6,10,7300,7361,114,2014/4/25,2014/5/28,33,0,264,1,0,0,9,458,295,1,0,218,504,0,0,1,1,1
Nix Comics Two Fisted Rock n Roll Kickstarter,USD,Comics,Comics,5,1,21,6000,7459,185,2014/2/8,2014/3/9,29,627,1025,12,84,0,15,1453,95,4,867,1134,1641,29,42,52,1,1
'Beyond The Sole' - A Short Documentary,AUD,Film & Video,Documentary,0,0,5,576,782.64,28,2014/4/16,2014/5/6,20,737,460,2,7,0,4,445,149,0,195.84,307.44,311.04,6,9,10,1,1
PartyTime Jelshots!,USD,Food,Food,0,0,3,25000,153,3,2014/1/13,2014/2/12,30,0,55,1,0,0,0,201,45,0,150,150,150,2,2,2,0,1
Great Guns Clothing Snapback,GBP,Fashion,Fashion,1,0,5,1905,53.34,4,2014/2/21,2014/3/23,29,374,4,1,0,0,1,153,45,0,12.7,12.7,12.7,1,1,1,0,0
28mm Multipart Sci-fi Night Ops Unit,GBP,Games,Tabletop Games,8,31,13,6350,1098.55,24,2014/4/16,2014/5/17,31,0,59,1,0,0,24,527,61,2,551.18,643.89,697.23,10,12,14,0,0
"Publication and translation of the book ""Into The Limbo""",GBP,Publishing,Fiction,0,0,4,2256.79,254,2,2014/4/1,2014/5/31,60,220,2,1,0,0,0,301,100,0,190.5,190.5,190.5,1,1,1,0,1
"""Are You Afraid of the '90s?"" the short film",USD,Film & Video,Short Film,5,3,13,5000,5518,137,2014/3/10,2014/4/4,25,655,486,1,3,3,8,1316,152,8,130,155,283,3,4,10,1,1
Feeding Thyme Gardens,USD,Food,Food,0,0,6,25000,300,3,2014/5/8,2014/6/7,30,0,40,1,0,0,4,617,84,0,275,275,275,2,2,2,0,1
Horizon Anthology,USD,Comics,Anthologies,9,10,9,7000,8955,286,2014/5/5,2014/6/4,30,280,270,2,43,0,36,719,86,0,2319,2615,2940,60,73,79,1,1
SmartScope - Reinventing the oscilloscope,USD,Technology,Hardware,14,323,15,50000,322698,1459,2014/1/22,2014/2/21,29,470,956,1,1,0,17,1663,192,2,20356,25355,30874,137,163,193,1,1
tripleShock _ DualShock 4 Battery & Accessory Harness,CAD,Technology,Hardware,3,2,4,11250,477,10,2014/3/22,2014/4/21,30,0,4,1,0,0,5,1733,174,3,116.25,117,135.75,3,4,5,0,1
Wearable & Functional Wire Art,CAD,Crafts,Crafts,0,0,4,2625,30,1,2014/3/26,2014/4/25,30,144,14,1,0,0,0,258,130,0,0,0,0,0,0,0,0,0
Warwick Summer Arts Festival 2014,USD,Art,Art,0,1,4,2500,2750,43,2014/4/4,2014/5/31,56,712,365,1,3,0,0,850,74,0,100,100,100,2,2,2,1,1
Drunk Lion goes to Edinburgh Fringe,USD,Theater,Theater,1,1,4,5000,5080,68,2014/4/29,2014/6/8,40,954,153,2,3,0,0,468,69,0,696,728,745,15,16,18,1,1
The Hollow Waltz: pt. 2 Film Series,USD,Film & Video,Webseries,6,0,11,500,505,6,2014/3/4,2014/4/20,47,853,61,4,0,0,0,114,86,0,100,100,100,1,1,1,1,1
Weaving 500 Wool Blankets in 500 days,USD,Crafts,Crafts,3,2,4,50000,1708,22,2014/1/27,2014/3/5,36,757,264,2,0,0,0,196,138,1,282,855,1023,4,9,13,0,1
NicksTech.net Site Redesign,USD,Design,Design,0,0,2,150,6,2,2014/4/9,2014/5/15,36,0,0,1,0,0,0,139,44,0,0,1,1,0,1,1,0,0
Get published e-book into print.,USD,Publishing,Nonfiction,0,1,1,1200,5,1,2014/3/3,2014/3/21,17,281,31,1,1,0,0,79,66,0,0,0,0,0,0,0,0,1
Significant Stuff,USD,Design,Product Design,3,0,28,2000,2000,26,2014/3/14,2014/4/14,30,457,96,1,0,0,11,524,118,0,42,55,92,1,2,3,1,1
Odium Press Start Up Campaign,USD,Publishing,Fiction,0,0,5,1500,25,1,2014/5/6,2014/6/5,30,65,0,1,0,0,0,105,60,0,25,25,25,1,1,1,0,0
One Unforgettable Cannoli  by Cannoli Corleone,USD,Food,Food,0,0,8,10000,445,9,2014/1/25,2014/2/24,30,189,70,1,0,0,13,325,291,0,0,0,0,0,0,0,0,1
OF OUR OWN DEVICE: A CG Graphic Novel Project,USD,Comics,Comics,0,1,16,50000,1345,19,2014/4/14,2014/5/19,35,0,200,1,0,0,11,987,131,0,735,820,925,6,8,10,0,1
DOGTAGGED: Documentary,USD,Film & Video,Documentary,1,1,7,5100,901,15,2013/12/31,2014/2/4,35,456,6,1,0,0,0,415,176,0,56,155,155,2,5,5,0,1
"""Threshold of Oblivion""",USD,Film & Video,Animation,0,0,10,15000,56,2,2014/4/11,2014/5/11,30,488,178,4,0,1,5,1119,244,0,0,0,0,0,0,0,0,1
Leaving Traces: Diving From the Nest,USD,Publishing,Nonfiction,0,0,4,2000,136,5,2014/5/4,2014/6/3,30,0,21,2,0,0,4,904,104,0,11,25,35,0,1,2,0,1
Soda Jerk,USD,Film & Video,Animation,13,4,10,5000,1166,37,2014/2/14,2014/3/16,29,870,329,2,6,0,3,504,92,0,394,471,653,10,13,19,0,1
A Deleted Book,USD,Publishing,Publishing,1,0,7,20000,901,2,2014/2/10,2014/3/12,29,0,143,1,0,0,0,14,12,0,0,900,900,0,1,1,0,0
"""Easy Ride"" - 2014 Debut Album",GBP,Music,Music,0,5,13,1587.5,1593.85,91,2014/2/28,2014/4/4,35,809,358,1,3,0,0,936,246,0,0,0,59.69,0,0,9,1,1
We Became Owls - Second EP,USD,Music,Country & Folk,6,1,13,6600,7909,145,2014/1/4,2014/2/8,35,1123,9,1,2,0,4,778,212,0,1255,2130,2755,17,29,44,1,1
Journey of a Bombshell: The Ina Ray Hutton Story,USD,Theater,Theater,6,0,8,5000,6215,61,2014/4/22,2014/5/22,30,622,654,1,0,0,0,220,41,0,1927,3567,3668,9,23,25,1,1
EVOLVER,USD,Film & Video,Short Film,5,0,8,5000,495,7,2014/1/10,2014/2/10,30,489,0,1,0,0,19,269,423,0,55,55,55,3,3,3,0,1
The ABC's of TAWG (Time Alone With God),USD,Publishing,Nonfiction,0,0,4,1000,2,2,2014/2/25,2014/3/28,30,539,6,1,0,0,0,101,62,0,0,0,0,0,0,0,0,0
Needle,USD,Film & Video,Shorts,0,0,4,9000,1221,15,2014/3/15,2014/4/24,40,498,42,1,0,0,0,178,67,0,0,310,310,0,1,2,0,1
Aluminum Bumper with 3D Thermal Transfer Printing for iPhone,USD,Design,Product Design,1,0,6,5000,665,16,2014/4/14,2014/5/29,45,281,64,1,0,0,22,552,65,0,175,175,175,4,4,4,0,1
"Charlotte, Wander On.",USD,Publishing,Children's Book,4,18,8,6500,6986,148,2014/4/16,2014/5/12,25,155,198,1,18,0,16,773,218,0,232,440,615,9,13,21,1,1
Two Little Bees,GBP,Art,Art,2,0,8,635,697.23,23,2014/1/14,2014/2/13,30,241,43,1,18,0,0,189,46,0,2.54,2.54,40.64,1,1,2,1,0
"Mysteries of the Arcana, Chapter 5",USD,Comics,Comics,11,8,20,4100,4756,77,2014/1/7,2014/2/6,30,31,1,1,7,0,4,591,83,0,1430,1568,1846,13,21,21,1,1
When is a book not a book?,AUD,Publishing,Children's Book,1,1,3,11520,87.12,6,2014/4/21,2014/5/21,30,204,43,1,0,0,0,284,75,0,7.92,7.92,7.92,2,2,2,0,1
Migration,USD,Games,Tabletop Games,18,802,10,15000,27499,577,2014/2/13,2014/3/15,29,252,483,1,13,2,33,3153,133,3,5135,6797,6944,131,164,170,1,1
My American Dream,USD,Film & Video,Documentary,1,0,16,30000,614,20,2014/1/20,2014/2/19,30,574,2,1,3,0,2,849,64,0,346,420,472,6,8,13,0,1
iOX Natural Amplifier for iPhone,USD,Design,Product Design,0,0,5,10000,652,7,2014/3/18,2014/4/17,30,679,90,1,0,0,0,215,97,0,390,390,391,3,3,4,0,1
Fable: A New Musical,USD,Theater,Musical,7,0,10,10000,15100,131,2014/4/23,2014/5/23,30,1983,638,1,0,0,3,787,45,0,985,1696,1750,21,33,35,1,1
Passages To...,USD,Dance,Dance,2,3,5,2500,2955,56,2014/3/19,2014/4/13,25,799,148,1,1,0,0,462,37,0,999,1219,1225,15,20,21,1,1
TechFreeR Head-Fi: A 3-in-1 Portable DAC Headphone Amplifier,CAD,Technology,Technology,1,6,6,26250,2981.25,34,2014/4/22,2014/6/1,40,7,119,1,0,0,17,652,93,0,430.5,1038.75,1134,5,13,13,0,1
Drive and Survive Board Game for the Whole Family,USD,Games,Tabletop Games,1,68,1,65000,1513,143,2014/2/7,2014/3/24,44,0,129,1,0,0,4,974,359,0,51,131,141,2,3,4,0,1
"Wenela Rotherham butcheries, gets the world bbq'ing",GBP,Food,Food,3,0,9,19685,38.1,1,2014/5/1,2014/6/4,34,1359,0,1,0,0,9,584,181,0,0,0,0,0,0,0,0,1
NIGHTBLIND: Beneath the Alien Plains - a sci-fi action film,USD,Film & Video,Science Fiction,14,9,32,1200,5521,137,2014/5/20,2014/6/19,30,313,205,1,8,0,13,1114,81,3,458,571,608,14,17,19,1,1
Descent into Madness: a Cthulhu-themed Jigsaw Puzzle,USD,Games,Tabletop Games,4,8,6,5000,792,29,2014/2/14,2014/3/15,29,282,147,2,20,0,14,1826,69,0,628,673,738,24,26,27,0,1
Jaime's Hams,USD,Food,Food,0,0,11,25000,1081,15,2013/12/26,2014/1/28,33,0,0,1,2,0,5,148,78,1,55,71,80,2,2,3,0,1
A year in the life of Palo Duro Canyon TX,USD,Photography,Photography,0,0,2,10000,75,2,2014/3/18,2014/4/17,30,217,11,1,0,0,0,51,27,0,0,0,0,0,0,0,0,0
Last to Fire's Debut EP,USD,Music,Music,5,6,6,1000,1060,36,2014/3/25,2014/5/24,60,1736,134,1,0,0,0,301,60,0,58,104,285,1,3,8,1,1
LIVE Excavation for the Lost Apple Lisa Microcomputers,USD,Film & Video,Documentary,0,0,12,400000,85,1,2014/4/30,2014/5/30,30,563,14,1,9,0,1,1098,743,0,85,85,85,1,1,1,0,0
Stone Barn and Solar Power to Sustain Cricket Creek Farm,USD,Food,Food,17,16,27,85000,115000,846,2014/3/1,2014/3/31,29,0,1838,1,1,0,18,2167,187,0,8345,15245,16691,55,108,134,1,1
Bumble Tea // giving back to the buzz one sip at a time,USD,Food,Food,0,0,3,2000,2415,33,2014/3/3,2014/4/2,29,439,523,1,1,0,3,222,102,0,180,180,180,5,5,5,1,1
Pandeia - Book I,AUD,Comics,Comics,8,9,11,2880,3173.04,108,2014/2/4,2014/3/6,30,315,592,1,9,1,11,937,281,0,392.4,839.52,1069.92,14,25,32,1,1
Julzie the Pet Detective,USD,Film & Video,Webseries,0,0,3,20000,255,4,2014/2/26,2014/3/28,29,0,300,1,0,0,0,222,180,0,30,32,130,1,1,2,0,1
BUFFALO JUGGALOS,USD,Film & Video,Experimental,3,3,7,8500,10015,190,2014/5/6,2014/5/31,25,914,1535,1,10,0,0,999,220,1,900,926,1828,13,14,23,1,1
Sinners & Saints - Western Canada Historical Adventure,CAD,Publishing,Nonfiction,0,2,7,2250,147,8,2014/1/20,2014/2/19,30,142,5,1,0,0,4,648,74,0,37.5,67.5,67.5,2,3,3,0,1
Film Photography in Eastern Europe,USD,Photography,Photography,1,3,6,2000,2585,43,2014/3/10,2014/4/9,30,679,105,1,1,0,5,1505,67,0,300,335,335,3,4,4,1,1
Band of Misfits,USD,Film & Video,Short Film,2,0,7,1000,1117,23,2014/1/11,2014/1/31,20,0,0,1,6,1,5,402,24,0,330,330,455,6,6,8,1,0
Aqueous - New Studio Album!!,USD,Music,Rock,3,12,18,7000,9050,107,2014/3/25,2014/4/24,30,1599,680,1,0,1,1,260,129,0,700,816,1063,15,19,22,1,1
8 Bit Kingdoms - PC/MAC/LINUX/MOBILE,CAD,Games,Video Games,3,1,10,675,768.75,17,2014/5/22,2014/6/22,31,0,9,2,0,0,13,938,152,1,267,270,270,4,5,5,1,1
"Clinger's Natural Nut Butters, outgrowing Farmer's Markets",USD,Food,Food,0,0,4,25000,131,7,2014/4/11,2014/5/11,30,177,14,1,0,0,0,413,165,0,55,55,55,3,3,3,0,1
Sparkbeats Case - A spark of light for iPhone 5/5S,AUD,Design,Product Design,5,11,10,5040,7881.12,208,2014/1/26,2014/3/2,35,319,65,2,6,0,38,2194,89,4,2255.04,3215.52,3550.32,76,95,101,1,1
GoSoftBoard: All In One GoPro Camera & Leash Mount,USD,Design,Product Design,0,1,3,10000,160,6,2014/5/14,2014/6/13,30,0,20,1,1,0,9,725,273,0,70,70,70,3,3,3,0,1
Flame Fractals in Spades Playing Cards,USD,Games,Playing Cards,7,26,14,1100,4303,187,2014/4/28,2014/5/31,33,0,239,5,4,1,16,1663,130,0,1256,1557,1775,46,64,74,1,0
Cardiff Brawlers II - Live Action Video Game Parody,GBP,Film & Video,Film & Video,0,0,4,254,266.7,12,2014/3/4,2014/3/21,16,0,59,1,0,0,3,612,115,0,100.33,156.21,165.1,3,6,8,1,1
A non-alcoholic ginger beer for the adventurous 'soberheads',GBP,Food,Food,0,5,6,31750,674.37,11,2014/1/7,2014/2/25,49,785,154,1,1,0,7,665,105,0,139.7,152.4,152.4,2,3,3,0,1
Magos World Divided Issue #1,CAD,Comics,Comics,1,1,11,2700,2726.25,28,2014/3/20,2014/4/19,30,0,87,1,5,0,15,1094,114,0,138.75,142.5,157.5,4,5,6,1,1
Always I Do,USD,Music,Music,0,0,4,1800,336,6,2014/5/5,2014/6/4,30,248,47,1,0,0,0,197,67,0,0,0,10,0,0,1,0,1
Youth photography training Wales,GBP,Photography,People,0,0,7,952.5,114.3,7,2014/5/19,2014/6/18,30,356,48,1,0,0,0,192,37,0,31.75,31.75,31.75,2,2,2,0,0
HALO BELT 2.0 - Bright LED Illuminated Safety Belt,USD,Design,Product Design,12,186,5,10000,162391,2796,2014/2/26,2014/4/27,59,0,2633,4,32,5,21,1820,116,2,8258,12449,16112,166,248,318,1,1
Sprai Apparel: Lifestyle,USD,Fashion,Fashion,3,3,20,5000,5754,141,2014/1/24,2014/2/23,30,846,153,1,2,1,18,596,175,1,765,1271,1670,20,28,42,1,1
The Miasma War - Endless: Fantasy Tactics,USD,Games,Tabletop Games,18,158,13,13000,14815,110,2014/5/1,2014/5/25,23,70,109,6,65,1,19,1743,91,3,2998,3730,4233,39,49,56,1,1
Roaring Abyss,GBP,Film & Video,Documentary,3,0,11,10085.07,10222.23,146,2014/3/27,2014/5/1,35,426,2164,1,1,0,3,655,82,0,203.2,317.5,317.5,2,7,7,1,1
Lady of Misrule: A Marla Mason Novel,USD,Publishing,Fiction,2,10,11,8000,15125,307,2014/2/18,2014/3/20,29,1371,135,5,26,0,2,598,76,1,6498,8525,9087,133,189,201,1,1
Aghast - A Journal of the Darkly Fantastic,GBP,Publishing,Periodical,8,12,15,1270,1864.36,106,2014/3/27,2014/4/28,32,2205,1097,1,4,0,15,1007,77,0,200.66,260.35,341.63,13,17,20,1,1
"Spam Can ""Hook & Loop"" Patches",USD,Design,Graphic Design,5,8,4,762,2495,125,2014/4/3,2014/4/21,17,396,35,2,0,0,2,356,61,0,156,836,960,6,41,50,1,1
The _sir Deck- Viking Gods on Playing Cards,USD,Games,Games,17,82,13,6000,9609,445,2014/1/11,2014/2/24,43,240,46,2,135,0,22,1412,116,4,1470,2197,2840,77,114,135,1,1
The Fourth Wall: A Cosplay Photobook,GBP,Photography,Photography,4,1,11,508,629.92,24,2014/2/28,2014/3/30,29,141,31,1,7,0,8,844,103,0,27.94,87.63,105.41,0,3,4,1,0
"Kitchen Gym - get fit, juice up, lengthen your life!!",GBP,Food,Drinks,0,0,3,7620,119.38,10,2014/5/1,2014/5/31,30,0,159,1,0,0,0,233,235,0,73.66,100.33,101.6,5,7,8,0,1
Julia and the Triple C,GBP,Publishing,Children's Book,11,0,12,3810,5196.84,135,2014/1/27,2014/3/3,35,501,22,1,0,0,4,289,91,1,388.62,1449.07,1901.19,18,41,52,1,1
Bristlebots! Toothbrush robot in the palm of your hand,USD,Design,Product Design,2,7,3,5000,1539,54,2014/4/4,2014/5/5,31,0,118,1,10,0,15,1239,76,1,245,259,259,11,12,12,0,1
"When the lights go out, the music gets louder.",USD,Music,Music,2,0,18,2400,1622,27,2014/2/2,2014/3/1,26,418,162,2,2,0,2,627,131,0,195,198,237,3,3,4,0,1
Mach IV: Advanced Modular Geothermal System,USD,Technology,Technology,0,0,8,100000,3104,11,2014/3/24,2014/5/13,50,198,64,1,1,0,23,3759,301,0,5,6,9,1,2,2,0,1
Vorcha to record upcoming EP at Test Tube Audio,USD,Music,Rock,1,0,5,1500,2001,36,2013/12/23,2014/1/11,19,471,147,1,0,0,0,157,32,0,165,165,165,4,4,4,1,1
Farming like it used to be,CAD,Food,Food,0,2,5,3750,3753,41,2014/3/11,2014/4/20,40,405,164,1,3,0,4,699,337,0,0.75,51.75,188.25,1,2,6,1,0
Launch the St. Claude Lab!,USD,Technology,Technology,2,1,7,7500,3327,39,2014/1/23,2014/2/19,26,1191,135,2,4,0,0,566,156,0,100,100,100,3,3,3,0,1
Cornet3: A DIY Tube Phono Preamp,USD,Technology,Hardware,2,14,7,11750,45727,122,2014/3/24,2014/4/23,30,0,102,3,22,0,1,868,431,6,3925,7493,8757,11,18,22,1,1
"Writerase, the notebook for your lifetime.",CAD,Design,Product Design,7,203,16,4875,24174,819,2014/2/14,2014/4/5,49,359,251,1,3,5,9,2698,178,0,2098.5,3579,4566,117,189,229,1,1
Kalika Fortin's Debut CD - Flowers for Kali (Kirtan & Songs),USD,Music,World Music,0,1,11,3500,3525,80,2014/1/21,2014/2/20,30,311,208,1,1,0,5,342,40,0,715,1406,1590,16,27,32,1,1
Chronicler Medallion,USD,Games,Live Games,0,0,1,440,440,4,2014/5/1,2014/5/30,28,580,0,13,0,0,1,95,41,0,40,40,40,2,2,2,1,1
Blossomland U: Learning from the Bees,USD,Dance,Spaces,2,0,24,4900,1455,23,2014/5/10,2014/6/7,28,231,156,1,3,0,3,973,211,1,576,706,696,8,12,11,0,1
"Aya Cafe ""The Social Lounge""",USD,Food,Food,0,0,8,10000,384,8,2014/3/8,2014/4/7,29,1,976,1,0,0,0,351,57,0,0,0,0,0,0,0,0,1
The Things that Matter - A Short film,USD,Film & Video,Short Film,0,0,9,300,401,12,2014/1/6,2014/1/15,8,0,4,1,0,0,0,149,84,0,240,260,260,6,7,7,1,1
Amen The Chosen One One-Shot,USD,Comics,Comics,3,2,8,2400,127,10,2014/3/5,2014/3/31,26,1125,189,1,0,0,5,153,77,0,29,76,81,0,5,6,0,1
Real America TV - Mountain Motors Season One,USD,Film & Video,Film & Video,1,1,8,100000,8468,189,2014/4/3,2014/5/3,30,4221,1426,1,0,0,25,660,210,0,2456,3782,5931,48,93,120,0,1
"Real Food Real Kitchens: Family, Food, Culture & History",USD,Food,Food,4,0,9,15000,728,16,2013/12/23,2014/1/22,30,634,231,1,0,0,5,576,184,1,25,25,25,1,1,1,0,1
Kidz Theater's 2013-2014 Season,USD,Theater,Theater,2,0,8,5100,6731,37,2014/1/13,2014/3/14,59,0,28,2,0,0,0,641,154,0,26,124,301,2,3,4,1,1
Island Dreams,USD,Film & Video,Shorts,2,1,12,10000,10375,65,2014/4/15,2014/5/15,30,474,375,1,0,0,0,545,285,0,835,1069,1440,9,13,24,1,1
